Society,Year,Node,C_sd,K_sd,S_sd,A_sd
Argentina,2011,Stewards,0.0,0.0,0.0,0.0
Argentina,2012,Archive,0.0,0.0,0.0,0.0
Argentina,2012,Craft,0.0,0.0,0.4,0.0
Argentina,2012,Flow,0.0,0.0,0.0,0.0
Argentina,2012,Hands,0.0,0.0,0.0,0.0
Argentina,2012,Helm,0.0,0.0,0.0,0.0
Argentina,2012,Lore,0.0,0.0,0.4,0.0
Argentina,2012,Shield,0.0,0.0,0.0,0.0
Argentina,2012,Stewards,0.0,0.0,0.0,0.0
Argentina,2013,Archive,0.0,0.0,0.0,0.0
Argentina,2013,Craft,0.4,0.0,0.4,0.4
Argentina,2013,Flow,0.0,0.0,0.0,0.0
Argentina,2013,Hands,0.0,0.0,0.0,0.0
Argentina,2013,Helm,0.4,0.0,0.4,0.0
Argentina,2013,Lore,0.4,0.0,0.4,0.4
Argentina,2013,Shield,0.0,0.0,0.0,0.0
Argentina,2013,Stewards,0.0,0.0,0.0,0.0
Argentina,2014,Archive,0.0,0.0,0.0,0.0
Argentina,2014,Craft,0.0,0.0,0.0,0.0
Argentina,2014,Flow,0.0,0.0,0.0,0.0
Argentina,2014,Hands,0.0,0.0,0.0,0.0
Argentina,2014,Helm,0.0,0.4,0.0,0.0
Argentina,2014,Lore,0.49,0.0,0.49,0.49
Argentina,2014,Shield,0.0,0.0,0.0,0.0
Argentina,2014,Stewards,0.0,0.0,0.0,0.0
Argentina,2015,Archive,0.4,0.0,0.0,0.4
Argentina,2015,Craft,0.0,0.0,0.0,0.0
Argentina,2015,Flow,0.0,0.4,0.0,0.0
Argentina,2015,Hands,0.0,0.4,0.0,0.0
Argentina,2015,Helm,0.4,0.0,0.0,0.0
Argentina,2015,Lore,0.0,0.0,0.0,0.0
Argentina,2015,Shield,0.0,0.0,0.0,0.0
Argentina,2015,Stewards,0.0,0.4,0.0,0.0
Argentina,2016,Archive,0.0,0.0,0.0,0.0
Argentina,2016,Craft,0.0,0.0,0.0,0.0
Argentina,2016,Flow,0.4,0.0,0.4,0.4
Argentina,2016,Hands,0.0,0.0,0.4,0.0
Argentina,2016,Helm,0.0,0.0,0.49,0.0
Argentina,2016,Lore,0.0,0.0,0.0,0.0
Argentina,2016,Shield,0.0,0.0,0.0,0.0
Argentina,2016,Stewards,0.0,0.0,0.4,0.0
Argentina,2017,Archive,0.0,0.0,0.0,0.0
Argentina,2017,Craft,0.0,0.0,0.0,0.0
Argentina,2017,Flow,0.0,0.0,0.0,0.0
Argentina,2017,Hands,0.4,0.0,0.0,0.4
Argentina,2017,Helm,0.0,0.0,0.0,0.0
Argentina,2017,Lore,0.0,0.0,0.0,0.0
Argentina,2017,Shield,0.0,0.0,0.0,0.0
Argentina,2017,Stewards,0.0,0.0,0.0,0.0
Argentina,2018,Archive,0.0,0.0,0.0,0.0
Argentina,2018,Craft,0.0,0.0,0.0,0.0
Argentina,2018,Flow,0.0,0.0,0.0,0.0
Argentina,2018,Hands,0.0,0.0,0.0,0.0
Argentina,2018,Helm,0.0,0.4,0.0,0.0
Argentina,2018,Lore,0.0,0.0,0.0,0.0
Argentina,2018,Shield,0.0,0.0,0.0,0.0
Argentina,2018,Stewards,0.0,0.0,0.0,0.0
Argentina,2019,Archive,0.0,0.0,0.0,0.0
Argentina,2019,Craft,0.0,0.0,0.0,0.0
Argentina,2019,Flow,0.0,0.0,0.0,0.0
Argentina,2019,Hands,0.0,0.4,0.0,0.0
Argentina,2019,Helm,0.0,0.0,0.0,0.0
Argentina,2019,Lore,0.0,0.4,0.49,0.0
Argentina,2019,Shield,0.0,0.0,0.0,0.0
Argentina,2019,Stewards,0.0,0.0,0.0,0.0
Argentina,2020,Archive,0.0,0.0,0.0,0.0
Argentina,2020,Craft,0.0,0.0,0.0,0.0
Argentina,2020,Flow,0.0,0.0,0.0,0.0
Argentina,2020,Hands,0.0,0.0,0.0,0.0
Argentina,2020,Helm,0.0,0.0,0.0,0.0
Argentina,2020,Lore,0.0,0.0,0.49,0.0
Argentina,2020,Shield,0.0,0.0,0.0,0.0
Argentina,2020,Stewards,0.0,0.0,0.0,0.0
Argentina,2021,Archive,0.0,0.0,0.0,0.0
Argentina,2021,Craft,0.0,0.0,0.0,0.0
Argentina,2021,Flow,0.0,0.0,0.0,0.0
Argentina,2021,Hands,0.0,0.0,0.0,0.0
Argentina,2021,Helm,0.0,0.0,0.0,0.0
Argentina,2021,Lore,0.0,0.0,0.4,0.0
Argentina,2021,Shield,0.0,0.0,0.0,0.0
Argentina,2021,Stewards,0.0,0.0,0.0,0.0
Argentina,2022,Archive,0.0,0.0,0.0,0.0
Argentina,2022,Craft,0.0,0.0,0.0,0.0
Argentina,2022,Flow,0.0,0.0,0.0,0.0
Argentina,2022,Hands,0.0,0.0,0.0,0.0
Argentina,2022,Helm,0.0,0.0,0.0,0.0
Argentina,2022,Lore,0.0,0.0,0.0,0.0
Argentina,2022,Shield,0.0,0.0,0.0,0.0
Argentina,2022,Stewards,0.0,0.0,0.0,0.0
Argentina,2023,Archive,0.0,0.0,0.0,0.0
Argentina,2023,Craft,0.4,0.0,0.4,0.4
Argentina,2023,Flow,0.4,0.0,0.0,0.4
Argentina,2023,Hands,0.0,0.0,0.0,0.0
Argentina,2023,Helm,0.0,0.49,0.49,0.0
Argentina,2023,Lore,0.4,0.0,0.4,0.49
Argentina,2023,Shield,0.0,0.0,0.0,0.0
Argentina,2023,Stewards,0.4,0.0,0.4,0.4
Argentina,2024,Archive,0.0,0.0,0.0,0.0
Argentina,2024,Craft,0.0,0.0,0.0,0.0
Argentina,2024,Flow,0.0,0.0,0.0,0.0
Argentina,2024,Hands,0.0,0.0,0.0,0.0
Argentina,2024,Helm,0.0,0.0,0.0,0.0
Argentina,2024,Lore,0.0,0.0,0.0,0.0
Argentina,2024,Shield,0.0,0.0,0.0,0.0
Argentina,2024,Stewards,0.0,0.0,0.0,0.0
Argentina,2025,Archive,0.0,0.0,0.0,0.0
Argentina,2025,Craft,0.0,0.4,0.0,0.0
Argentina,2025,Flow,0.4,0.0,0.0,0.4
Argentina,2025,Hands,0.0,0.4,0.0,0.0
Argentina,2025,Helm,0.0,0.4,0.4,0.0
Argentina,2025,Lore,0.0,0.0,0.0,0.0
Argentina,2025,Shield,0.0,0.0,0.4,0.0
Argentina,2025,Stewards,0.4,0.0,0.4,0.4
Argentina,2026,Archive,0.0,0.0,0.0,0.0
Argentina,2026,Craft,0.0,0.0,0.0,0.0
Argentina,2026,Flow,0.4,0.0,0.0,0.4
Argentina,2026,Hands,0.0,0.0,0.0,0.0
Argentina,2026,Helm,0.0,0.0,0.0,0.0
Argentina,2026,Lore,0.0,0.0,0.0,0.0
Argentina,2026,Shield,0.0,0.0,0.0,0.0
Argentina,2026,Stewards,0.4,0.0,0.0,0.4
